scenario_id,well_id,pad_id,current_lift_mode,before_liquid_rate_m3d,before_gas_rate_e3m3d,before_watercut_pct,before_tubing_pressure_kpa,before_casing_pressure_kpa,before_line_pressure_kpa,before_production_volatility,before_arrival_reliability_pct,before_missed_arrivals_7d,current_gas_injection_e3m3d,current_afterflow_min,current_close_time_min,days_since_last_change,data_quality_score,downtime_flag,facility_constraint_flag,high_watercut_regime,liquid_loading_risk_score,event_quality_label,candidate_delta_gas_e3m3d,candidate_delta_afterflow_min,candidate_delta_close_time_min,candidate_note
SCEN_001,WELL_09,PAD_3,gas_assisted_plunger,29.06,41.82,64.7,2845,4443,1275,1.206,82.1,0,38.7,44.1,112.1,1,0.985,0,0,0,0.742,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_122,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4,0,-10,synthetic candidate action; no target provided
SCEN_123,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4,8,0,synthetic candidate action; no target provided
SCEN_124,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4,8,-10,synthetic candidate action; no target provided
SCEN_125,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8,0,0,synthetic candidate action; no target provided
SCEN_126,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8,0,-10,synthetic candidate action; no target provided
SCEN_127,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8,8,0,synthetic candidate action; no target provided
SCEN_128,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8,8,-10,synthetic candidate action; no target provided
SCEN_129,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14,0,0,synthetic candidate action; no target provided
SCEN_130,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14,0,-10,synthetic candidate action; no target provided
SCEN_131,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14,8,0,synthetic candidate action; no target provided
SCEN_132,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14,8,-10,synthetic candidate action; no target provided
