scenario_id,well_id,pad_id,current_lift_mode,before_liquid_rate_m3d,before_gas_rate_e3m3d,before_watercut_pct,before_tubing_pressure_kpa,before_casing_pressure_kpa,before_line_pressure_kpa,before_production_volatility,before_arrival_reliability_pct,before_missed_arrivals_7d,current_gas_injection_e3m3d,current_afterflow_min,current_close_time_min,days_since_last_change,data_quality_score,downtime_flag,facility_constraint_flag,high_watercut_regime,liquid_loading_risk_score,event_quality_label,candidate_delta_gas_e3m3d,candidate_delta_afterflow_min,candidate_delta_close_time_min,candidate_note,pred_delta_liquid_m3d,lcb80,ucb80,interval_width,support_dist,in_support,large_gas_change,recommendation,reason
SCEN_078,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774.0,4314.0,1180.0,1.673,69.3,2.0,31.51,42.0,92.6,9,0.852,0,0,0,1.0,clean,14.0,8.0,-10.0,synthetic candidate action; no target provided,5.076,-1.76,11.911,13.671,3.143,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_079,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,-8.0,0.0,0.0,synthetic candidate action; no target provided,-5.271,-10.742,0.2,10.941,2.593,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_080,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,-4.0,0.0,0.0,synthetic candidate action; no target provided,-3.718,-10.491,3.055,13.546,2.48,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_081,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,0.0,0.0,0.0,synthetic candidate action; no target provided,-2.166,-9.138,4.806,13.944,2.473,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_082,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,0.0,0.0,-10.0,synthetic candidate action; no target provided,-2.166,-8.436,4.104,12.54,2.751,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_083,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,0.0,8.0,0.0,synthetic candidate action; no target provided,-2.166,-8.436,4.104,12.54,2.795,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_084,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,0.0,8.0,-10.0,synthetic candidate action; no target provided,-2.166,-8.49,4.158,12.648,2.973,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_085,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,4.0,0.0,0.0,synthetic candidate action; no target provided,-0.613,-5.892,4.666,10.559,2.524,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_086,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,4.0,0.0,-10.0,synthetic candidate action; no target provided,-0.613,-6.684,5.458,12.141,2.793,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_087,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,4.0,8.0,0.0,synthetic candidate action; no target provided,-0.613,-6.684,5.458,12.141,2.789,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_088,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,4.0,8.0,-10.0,synthetic candidate action; no target provided,-0.613,-6.738,5.512,12.25,2.93,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_089,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,8.0,0.0,0.0,synthetic candidate action; no target provided,0.94,-4.531,6.41,10.941,2.559,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_090,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,8.0,0.0,-10.0,synthetic candidate action; no target provided,0.94,-5.322,7.202,12.524,2.809,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_091,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,8.0,8.0,0.0,synthetic candidate action; no target provided,0.94,-5.322,7.202,12.524,2.815,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_092,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,8.0,8.0,-10.0,synthetic candidate action; no target provided,0.94,-5.376,7.256,12.632,2.924,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_093,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,14.0,0.0,0.0,synthetic candidate action; no target provided,3.269,-5.934,12.471,18.405,2.77,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_094,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,14.0,0.0,-10.0,synthetic candidate action; no target provided,3.269,-5.988,12.525,18.513,2.97,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_095,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,14.0,8.0,0.0,synthetic candidate action; no target provided,3.269,-5.988,12.525,18.513,2.935,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_096,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497.0,4764.0,1150.0,1.499,59.8,2.0,61.08,30.2,89.7,34,0.746,0,0,1,1.0,clean,14.0,8.0,-10.0,synthetic candidate action; no target provided,3.269,-6.415,12.952,19.368,3.047,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_097,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,-8.0,0.0,0.0,synthetic candidate action; no target provided,-3.464,-7.509,0.582,8.091,2.088,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_098,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,-4.0,0.0,0.0,synthetic candidate action; no target provided,-1.911,-5.183,1.36,6.543,1.984,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_099,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0.0,0.0,0.0,synthetic candidate action; no target provided,-0.358,-3.758,3.041,6.799,1.934,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_100,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0.0,0.0,-10.0,synthetic candidate action; no target provided,-0.358,-3.758,3.041,6.799,1.905,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_101,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0.0,8.0,0.0,synthetic candidate action; no target provided,-0.358,-3.758,3.041,6.799,1.956,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_102,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0.0,8.0,-10.0,synthetic candidate action; no target provided,-0.358,-3.758,3.041,6.799,2.005,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_103,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4.0,0.0,0.0,synthetic candidate action; no target provided,1.194,-2.077,4.466,6.543,1.898,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_104,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4.0,0.0,-10.0,synthetic candidate action; no target provided,1.194,-2.077,4.466,6.543,1.851,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_105,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4.0,8.0,0.0,synthetic candidate action; no target provided,1.194,-2.077,4.466,6.543,2.043,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_106,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4.0,8.0,-10.0,synthetic candidate action; no target provided,1.194,-2.077,4.466,6.543,2.031,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_107,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8.0,0.0,0.0,synthetic candidate action; no target provided,2.747,-1.299,6.792,8.091,1.939,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_108,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8.0,0.0,-10.0,synthetic candidate action; no target provided,2.747,-1.299,6.792,8.091,1.922,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_109,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8.0,8.0,0.0,synthetic candidate action; no target provided,2.747,-1.299,6.792,8.091,2.169,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_110,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8.0,8.0,-10.0,synthetic candidate action; no target provided,2.747,-1.299,6.792,8.091,2.163,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_111,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14.0,0.0,0.0,synthetic candidate action; no target provided,5.076,-0.517,10.669,11.186,2.243,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_112,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14.0,0.0,-10.0,synthetic candidate action; no target provided,5.076,-0.517,10.669,11.186,2.259,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_113,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14.0,8.0,0.0,synthetic candidate action; no target provided,5.076,-0.337,10.489,10.825,2.453,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_114,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724.0,3797.0,1068.0,1.311,69.2,3.0,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14.0,8.0,-10.0,synthetic candidate action; no target provided,5.076,-0.337,10.489,10.825,2.48,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_115,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,-8.0,0.0,0.0,synthetic candidate action; no target provided,-3.464,-7.145,0.217,7.362,2.61,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_116,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,-4.0,0.0,0.0,synthetic candidate action; no target provided,-1.911,-5.066,1.244,6.311,2.418,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_117,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0.0,0.0,0.0,synthetic candidate action; no target provided,-0.358,-3.698,2.981,6.679,2.33,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_118,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0.0,0.0,-10.0,synthetic candidate action; no target provided,-0.358,-2.561,1.844,4.404,2.559,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_119,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0.0,8.0,0.0,synthetic candidate action; no target provided,-0.358,-3.238,2.521,5.758,2.476,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_120,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0.0,8.0,-10.0,synthetic candidate action; no target provided,-0.358,-3.352,2.635,5.987,2.756,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_121,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4.0,0.0,0.0,synthetic candidate action; no target provided,1.194,-2.017,4.406,6.423,2.338,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_122,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4.0,0.0,-10.0,synthetic candidate action; no target provided,1.194,-0.88,3.269,4.149,2.566,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_123,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4.0,8.0,0.0,synthetic candidate action; no target provided,1.194,-1.557,3.945,5.502,2.484,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_124,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4.0,8.0,-10.0,synthetic candidate action; no target provided,1.194,-1.671,4.06,5.731,2.749,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_125,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8.0,0.0,0.0,synthetic candidate action; no target provided,2.747,-1.182,6.676,7.859,2.432,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_126,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8.0,0.0,-10.0,synthetic candidate action; no target provided,2.747,-1.048,6.542,7.591,2.664,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_127,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8.0,8.0,0.0,synthetic candidate action; no target provided,2.747,-0.138,5.632,5.77,2.57,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_128,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,8.0,8.0,-10.0,synthetic candidate action; no target provided,2.747,-0.93,6.423,7.353,2.832,True,False,hold,hold: gain not confident (80% interval crosses 0)
SCEN_129,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14.0,0.0,0.0,synthetic candidate action; no target provided,5.076,0.601,9.551,8.951,2.733,True,False,recommend,recommend
SCEN_130,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14.0,0.0,-10.0,synthetic candidate action; no target provided,5.076,0.665,9.486,8.821,2.922,True,False,recommend,recommend
SCEN_131,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14.0,8.0,0.0,synthetic candidate action; no target provided,5.076,0.719,9.432,8.713,2.819,True,False,recommend,recommend
SCEN_132,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142.0,4683.0,765.0,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,14.0,8.0,-10.0,synthetic candidate action; no target provided,5.076,-0.016,10.167,10.183,3.055,True,False,hold,hold: gain not confident (80% interval crosses 0)
